  0.0000000e+00  0.0000000e+00  4.4518343e-01  8.3210678e-01  1.1113795e+00  1.2500000e+00  1.2363795e+00  1.0821068e+00  8.2018343e-01  5.0000000e-01  1.7981657e-01 -8.2106781e-02 -2.3637953e-01 -2.5000000e-01 -1.1137953e-01  1.6789322e-01  5.5481657e-01  1.0000000e+00
  1.5625000e-02  0.0000000e+00  4.2199782e-01  7.8926535e-01  1.0554045e+00  1.1894131e+00  1.1804045e+00  1.0392653e+00  7.9699782e-01  5.0000000e-01  2.0300218e-01 -3.9265347e-02 -1.8040450e-01 -1.8941306e-01 -5.5404501e-02  2.1073465e-01  5.7800218e-01  1.0000000e+00
  3.1250000e-02  0.0000000e+00  4.0021694e-01  7.4901954e-01  1.0028208e+00  1.1324969e+00  1.1278208e+00  9.9901954e-01  7.7521694e-01  5.0000000e-01  2.2478306e-01  9.8045581e-04 -1.2782083e-01 -1.3249690e-01 -2.8208258e-03  2.5098046e-01  5.9978306e-01  1.0000000e+00
  4.6875000e-02  0.0000000e+00  3.7975571e-01  7.1121211e-01  9.5342303e-01  1.0790291e+00  1.0784230e+00  9.6121211e-01  7.5475571e-01  5.0000000e-01  2.4524429e-01  3.8787889e-02 -7.8423034e-02 -7.9029118e-02  4.6576966e-02  2.8878789e-01  6.2024429e-01  1.0000000e+00
  6.2500000e-02  0.0000000e+00  3.6053416e-01  6.7569531e-01  9.0701810e-01  1.0288008e+00  1.0320181e+00  9.2569531e-01  7.3553416e-01  5.0000000e-01  2.6446584e-01  7.4304685e-02 -3.2018103e-02 -2.8800783e-02  9.2981897e-02  3.2430469e-01  6.3946584e-01  1.0000000e+00
  7.8125000e-02  0.0000000e+00  3.4247718e-01  6.4233037e-01  8.6342471e-01  9.8161563e-01  9.8842471e-01  8.9233037e-01  7.1747718e-01  5.0000000e-01  2.8252282e-01  1.0766963e-01  1.1575295e-02  1.8384371e-02  1.3657529e-01  3.5766963e-01  6.5752282e-01  1.0000000e+00
  9.3750000e-02  0.0000000e+00  3.2551422e-01  6.1098691e-01  8.2247250e-01  9.3728928e-01  9.4747250e-01  8.6098691e-01  7.0051422e-01  5.0000000e-01  2.9948578e-01  1.3901309e-01  5.2527502e-02  6.2710721e-02  1.7752750e-01  3.8901309e-01  6.7448578e-01  1.0000000e+00
  1.0937500e-01  0.0000000e+00  3.0957899e-01  5.8154245e-01  7.8400146e-01  8.9564853e-01  9.0900146e-01  8.3154245e-01  6.8457899e-01  5.0000000e-01  3.1542101e-01  1.6845755e-01  9.0998541e-02  1.0435147e-01  2.1599854e-01  4.1845755e-01  6.9042101e-01  1.0000000e+00
  1.2500000e-01  0.0000000e+00  2.9460923e-01  5.5388194e-01  7.4786126e-01  8.5653066e-01  8.7286126e-01  8.0388194e-01  6.6960923e-01  5.0000000e-01  3.3039077e-01  1.9611806e-01  1.2713874e-01  1.4346934e-01  2.5213874e-01  4.4611806e-01  7.0539077e-01  1.0000000e+00
  1.4062500e-01  0.0000000e+00  2.8054645e-01  5.2789730e-01  7.1391069e-01  8.1978282e-01  8.3891069e-01  7.7789730e-01  6.5554645e-01  5.0000000e-01  3.4445355e-01  2.2210270e-01  1.6108931e-01  1.8021718e-01  2.8608931e-01  4.7210270e-01  7.1945355e-01  1.0000000e+00
  1.5625000e-01  0.0000000e+00  2.6733568e-01  5.0348699e-01  6.8201708e-01  7.8526143e-01  8.0701708e-01  7.5348699e-01  6.4233568e-01  5.0000000e-01  3.5766432e-01  2.4651301e-01  1.9298292e-01  2.1473857e-01  3.1798292e-01  4.9651301e-01  7.3266432e-01  1.0000000e+00
  1.7187500e-01  0.0000000e+00  2.5492531e-01  4.8055562e-01  6.5205580e-01  7.5283158e-01  7.7705580e-01  7.3055562e-01  6.2992531e-01  5.0000000e-01  3.7007469e-01  2.6944438e-01  2.2294420e-01  2.4716842e-01  3.4794420e-01  5.1944438e-01  7.4507469e-01  1.0000000e+00
  1.8750000e-01  0.0000000e+00  2.4326685e-01  4.5901359e-01  6.2390979e-01  7.2236655e-01  7.4890979e-01  7.0901359e-01  6.1826685e-01  5.0000000e-01  3.8173315e-01  2.9098641e-01  2.5109021e-01  2.7763345e-01  3.7609021e-01  5.4098641e-01  7.5673315e-01  1.0000000e+00
  2.0312500e-01  0.0000000e+00  2.3231474e-01  4.3877673e-01  5.9746906e-01  6.9374731e-01  7.2246906e-01  6.8877673e-01  6.0731474e-01  5.0000000e-01  3.9268526e-01  3.1122327e-01  2.7753094e-01  3.0625269e-01  4.0253094e-01  5.6122327e-01  7.6768526e-01  1.0000000e+00
  2.1875000e-01  0.0000000e+00  2.2202619e-01  4.1976596e-01  5.7263029e-01  6.6686202e-01  6.9763029e-01  6.6976596e-01  5.9702619e-01  5.0000000e-01  4.0297381e-01  3.3023404e-01  3.0236971e-01  3.3313798e-01  4.2736971e-01  5.8023404e-01  7.7797381e-01  1.0000000e+00
  2.3437500e-01  0.0000000e+00  2.1236099e-01  4.0190699e-01  5.4929642e-01  6.4160563e-01  6.7429642e-01  6.5190699e-01  5.8736099e-01  5.0000000e-01  4.1263901e-01  3.4809301e-01  3.2570358e-01  3.5839437e-01  4.5070358e-01  5.9809301e-01  7.8763901e-01  1.0000000e+00
  2.5000000e-01  0.0000000e+00  2.0328137e-01  3.8513005e-01  5.2737629e-01  6.1787944e-01  6.5237629e-01  6.3513005e-01  5.7828137e-01  5.0000000e-01  4.2171863e-01  3.6486995e-01  3.4762371e-01  3.8212056e-01  4.7262371e-01  6.1486995e-01  7.9671863e-01  1.0000000e+00
  2.6562500e-01  0.0000000e+00  1.9475186e-01  3.6936956e-01  5.0678422e-01  5.9559075e-01  6.3178422e-01  6.1936956e-01  5.6975186e-01  5.0000000e-01  4.3024814e-01  3.8063044e-01  3.6821578e-01  4.0440925e-01  4.9321578e-01  6.3063044e-01  8.0524814e-01  1.0000000e+00
  2.8125000e-01  0.0000000e+00  1.8673912e-01  3.5456396e-01  4.8743977e-01  5.7465247e-01  6.1243977e-01  6.0456396e-01  5.6173912e-01  5.0000000e-01  4.3826088e-01  3.9543604e-01  3.8756023e-01  4.2534753e-01  5.1256023e-01  6.4543604e-01  8.1326088e-01  1.0000000e+00
  2.9687500e-01  0.0000000e+00  1.7921185e-01  3.4065538e-01  4.6926734e-01  5.5498277e-01  5.9426734e-01  5.9065538e-01  5.5421185e-01  5.0000000e-01  4.4578815e-01  4.0934462e-01  4.0573266e-01  4.4501723e-01  5.3073266e-01  6.5934462e-01  8.2078815e-01  1.0000000e+00
  3.1250000e-01  0.0000000e+00  1.7214064e-01  3.2758948e-01  4.5219592e-01  5.3650480e-01  5.7719592e-01  5.7758948e-01  5.4714064e-01  5.0000000e-01  4.5285936e-01  4.2241052e-01  4.2280408e-01  4.6349520e-01  5.4780408e-01  6.7241052e-01  8.2785936e-01  1.0000000e+00
  3.2812500e-01  0.0000000e+00  1.6549785e-01  3.1531521e-01  4.3615880e-01  5.1914635e-01  5.6115880e-01  5.6531521e-01  5.4049785e-01  5.0000000e-01  4.5950215e-01  4.3468479e-01  4.3884120e-01  4.8085365e-01  5.6384120e-01  6.8468479e-01  8.3450215e-01  1.0000000e+00
  3.4375000e-01  0.0000000e+00  1.5925752e-01  3.0378459e-01  4.2109333e-01  5.0283960e-01  5.4609333e-01  5.5378459e-01  5.3425752e-01  5.0000000e-01  4.6574248e-01  4.4621541e-01  4.5390667e-01  4.9716040e-01  5.7890667e-01  6.9621541e-01  8.4074248e-01  1.0000000e+00
  3.5937500e-01  0.0000000e+00  1.5339528e-01  2.9295258e-01  4.0694062e-01  4.8752082e-01  5.3194062e-01  5.4295258e-01  5.2839528e-01  5.0000000e-01  4.7160472e-01  4.5704742e-01  4.6805938e-01  5.1247918e-01  5.9305938e-01  7.0704742e-01  8.4660472e-01  1.0000000e+00
  3.7500000e-01  0.0000000e+00  1.4788822e-01  2.8277685e-01  3.9364539e-01  4.7313016e-01  5.1864539e-01  5.3277685e-01  5.2288822e-01  5.0000000e-01  4.7711178e-01  4.6722315e-01  4.8135461e-01  5.2686984e-01  6.0635461e-01  7.1722315e-01  8.5211178e-01  1.0000000e+00
  3.9062500e-01  0.0000000e+00  1.4271481e-01  2.7321763e-01  3.8115567e-01  4.5961139e-01  5.0615567e-01  5.2321763e-01  5.1771481e-01  5.0000000e-01  4.8228519e-01  4.7678237e-01  4.9384433e-01  5.4038861e-01  6.1884433e-01  7.2678237e-01  8.5728519e-01  1.0000000e+00
  4.0625000e-01  0.0000000e+00  1.3785484e-01  2.6423758e-01  3.6942267e-01  4.4691168e-01  4.9442267e-01  5.1423758e-01  5.1285484e-01  5.0000000e-01  4.8714516e-01  4.8576242e-01  5.0557733e-01  5.5308832e-01  6.3057733e-01  7.3576242e-01  8.6214516e-01  1.0000000e+00
  4.2187500e-01  0.0000000e+00  1.3328932e-01  2.5580160e-01  3.5840053e-01  4.3498140e-01  4.8340053e-01  5.0580160e-01  5.0828932e-01  5.0000000e-01  4.9171068e-01  4.9419840e-01  5.1659947e-01  5.6501860e-01  6.4159947e-01  7.4419840e-01  8.6671068e-01  1.0000000e+00
  4.3750000e-01  0.0000000e+00  1.2900041e-01  2.4787673e-01  3.4804619e-01  4.2377394e-01  4.7304619e-01  4.9787673e-01  5.0400041e-01  5.0000000e-01  4.9599959e-01  5.0212327e-01  5.2695381e-01  5.7622606e-01  6.5195381e-01  7.5212327e-01  8.7099959e-01  1.0000000e+00
  4.5312500e-01  0.0000000e+00  1.2497135e-01  2.4043201e-01  3.3831919e-01  4.1324551e-01  4.6331919e-01  4.9043201e-01  4.9997135e-01  5.0000000e-01  5.0002865e-01  5.0956799e-01  5.3668081e-01  5.8675449e-01  6.6168081e-01  7.5956799e-01  8.7502865e-01  1.0000000e+00
  4.6875000e-01  0.0000000e+00  1.2118641e-01  2.3343834e-01  3.2918152e-01  4.0335497e-01  4.5418152e-01  4.8343834e-01  4.9618641e-01  5.0000000e-01  5.0381359e-01  5.1656166e-01  5.4581848e-01  5.9664503e-01  6.7081848e-01  7.6656166e-01  8.7881359e-01  1.0000000e+00
  4.8437500e-01  0.0000000e+00  1.1763078e-01  2.2686839e-01  3.2059747e-01  3.9406366e-01  4.4559747e-01  4.7686839e-01  4.9263078e-01  5.0000000e-01  5.0736922e-01  5.2313161e-01  5.5440253e-01  6.0593634e-01  6.7940253e-01  7.7313161e-01  8.8236922e-01  1.0000000e+00
  5.0000000e-01  0.0000000e+00  1.1429057e-01  2.2069650e-01  3.1253350e-01  3.8533528e-01  4.3753350e-01  4.7069650e-01  4.8929057e-01  5.0000000e-01  5.1070943e-01  5.2930350e-01  5.6246650e-01  6.1466472e-01  6.8746650e-01  7.7930350e-01  8.8570943e-01  1.0000000e+00
  5.1562500e-01  0.0000000e+00  1.1115274e-01  2.1489854e-01  3.0495810e-01  3.7713573e-01  4.2995810e-01  4.6489854e-01  4.8615274e-01  5.0000000e-01  5.1384726e-01  5.3510146e-01  5.7004190e-01  6.2286427e-01  6.9504190e-01  7.8510146e-01  8.8884726e-01  1.0000000e+00
  5.3125000e-01  0.0000000e+00  1.0820502e-01  2.0945186e-01  2.9784167e-01  3.6943297e-01  4.2284167e-01  4.5945186e-01  4.8320502e-01  5.0000000e-01  5.1679498e-01  5.4054814e-01  5.7715833e-01  6.3056703e-01  7.0215833e-01  7.9054814e-01  8.9179498e-01  1.0000000e+00
